classifier_name,dataset_name,accuracy
elastic_net_bayesian_optimization,auto_insurance,-2719.236323790057
elastic_net_bayesian_optimization,california_housing,-1.068598174067481
elastic_net_grid_search,auto_insurance,-1554.93135010284
elastic_net_grid_search,california_housing,-1.3417889278193122
elastic_net_random_search,auto_insurance,-2719.236323790057
elastic_net_random_search,california_housing,-1.068598174067481
gradient_boosting_bayesian_optimization,blood_transfusion,0.7086532797858099
gradient_boosting_bayesian_optimization,breast_cancer,0.9156595191682912
gradient_boosting_bayesian_optimization,diabetes,0.0090549733406876
gradient_boosting_bayesian_optimization,digits,0.902615470228158
gradient_boosting_bayesian_optimization,iris,0.9666666666666668
gradient_boosting_bayesian_optimization,wine,0.8366290018832392
gradient_boosting_grid_search,blood_transfusion,0.6846265060240965
gradient_boosting_grid_search,breast_cancer,0.90682261208577
gradient_boosting_grid_search,diabetes,0.0090549733406876
gradient_boosting_grid_search,digits,0.8497495826377296
gradient_boosting_grid_search,iris,0.9733333333333332
gradient_boosting_grid_search,wine,0.8874764595103578
gradient_boosting_random_search,blood_transfusion,0.7100294511378848
gradient_boosting_random_search,breast_cancer,0.9085862805161052
gradient_boosting_random_search,diabetes,0.0113225470368327
gradient_boosting_random_search,digits,0.9104062326099052
gradient_boosting_random_search,iris,0.96
gradient_boosting_random_search,wine,0.8089453860640301
random_forest_bayesian_optimization,blood_transfusion,0.7500776439089692
random_forest_bayesian_optimization,breast_cancer,0.9560753736192332
random_forest_bayesian_optimization,diabetes,0.0090702947845804
random_forest_bayesian_optimization,digits,0.9287701725097384
random_forest_bayesian_optimization,iris,0.9533333333333333
random_forest_bayesian_optimization,wine,0.9103578154425612
random_forest_grid_search,blood_transfusion,0.7514163319946453
random_forest_grid_search,breast_cancer,0.9525666016894088
random_forest_grid_search,diabetes,0.0067873996445425
random_forest_grid_search,digits,0.9309961046188092
random_forest_grid_search,iris,0.96
random_forest_grid_search,wine,0.9436911487758946
random_forest_random_search,blood_transfusion,0.7273734939759037
random_forest_random_search,breast_cancer,0.9490392648287383
random_forest_random_search,diabetes,0.0022675736961451
random_forest_random_search,digits,0.9081803005008348
random_forest_random_search,iris,0.9666666666666668
random_forest_random_search,wine,0.9046139359698682
xgboost_bayesian_optimization,blood_transfusion,0.7127121820615797
xgboost_bayesian_optimization,breast_cancer,0.9718648473034438
xgboost_bayesian_optimization,digits,0.9220923761825264
xgboost_bayesian_optimization,iris,0.9533333333333333
xgboost_bayesian_optimization,wine,0.9047080979284368
xgboost_grid_search,blood_transfusion,0.6913145917001339
xgboost_grid_search,breast_cancer,0.9736377981992016
xgboost_grid_search,digits,0.9131886477462438
xgboost_grid_search,iris,0.9533333333333333
xgboost_grid_search,wine,0.9044256120527306
xgboost_random_search,blood_transfusion,0.7447336010709504
xgboost_random_search,breast_cancer,0.9578297595841456
xgboost_random_search,digits,0.897607122982749
xgboost_random_search,iris,0.9533333333333333
xgboost_random_search,wine,0.8765536723163843
